class,knowledge_questions,generated_knowledge
infiltrating,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
infiltrating adenocarcinoma,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
inflammatory,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
intestine,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
kidney,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
leiomyoma,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
leiomyomawhat,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
lipid,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
liver stem cells,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
lodged,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
longitudinally-oriented,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
lower-extremity,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
lung,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
lymphangiomatosis,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
malignancy,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
mallory-weiss,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
med pas hematoxylin section,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
mesentery,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
metastatic,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
metastatic carcinoma,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
microscopic,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
mucoepidermoid carcinoma,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
mucosa,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
multiple submucosal,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
muscularis,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
myocardium,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
myometrial,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
nests,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
normal,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
normal-looking smooth muscle,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
normal-looking smooth muscle cells,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
