class,knowledge_questions,generated_knowledge,vlm_reasoning_questions
pinwormis pinworm,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
placenta,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
placental abruption,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
plaque,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
present,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
prostate,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
pulmonary artery,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
pulmonary artery branch,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
r. endocrine,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
reed-sternberg cell,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
retroperitoneal leiomyosarcoma,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
serosa,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
serous cystadenoma,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
sideis the,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
sites,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
smooth muscle actin,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
source,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
sourcedoes,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
