class,knowledge_questions,generated_knowledge,vlm_reasoning_questions
palmar creases,"[""What are the superclasses of palmar creases in an anatomical ontology?"", ""What anatomical structures exhibit palmar creases?"", ""What types of folds or lines characterize palmar creases?"", ""What biological processes create or influence palmar creases?"", ""What functional roles are associated with palmar creases, such as grasping or manipulation?"", ""What syndromes or disorders are indicated by abnormal palmar creases?"", ""What embryological development leads to the formation of palmar creases?"", ""What variations in palmar creases are observed across different populations?""]","[""The palmar creases are classified under the superclasses [Anatomical Feature, Dermatoglyphic Pattern]."", ""Palmar creases are found on the palmar surface of the hand, specifically on the [Palm, Fingers]."", ""Palmar creases are characterized by various types of folds or lines, including [Main Lines, Secondary Lines]."", ""The formation of palmar creases is influenced by biological processes such as [Tissue Growth, Pressure, Genetics]."", ""Palmar creases play a role in functions like [Grasping, Manipulation, Hand Strength]."", ""Abnormal palmar creases may be indicative of syndromes or disorders such as [Down Syndrome, Marfan Syndrome]."", ""Palmar creases develop during embryogenesis through processes involving [Neural Crest Cells, Mesoderm]."", ""Variations in palmar creases can be seen across different populations, exhibiting [Genetic Diversity].""]","[""Is there an object in the image that displays anatomical features related to dermatoglyphic patterns?"", ""Does the image contain a structure with folds or lines on the palmar surface of the hand?"", ""Is there something in the image that could be related to tissue growth and pressure?"", ""Is the object responsible for functions such as grasping and manipulation?"", ""Does the image contain an example of genetic diversity in terms of dermatoglyphic features?""]"
photo,"[""What are the superclasses of photo in the imaging domain?"", ""What file formats can a photo be stored in?"", ""Can a photo have multiple subjects or objects within it?"", ""What metadata is typically associated with a photo, such as timestamp or camera settings?"", ""What editing software or techniques are commonly applied to photos?"", ""What ontological relationships exist between a photo and its capture device, such as a camera?"", ""How is a photo related to other visual media, such as videos or graphics?""]","[""The superclasses of photo in the imaging domain are [Image, Media]."", ""A photo can be stored in various file formats including [JPEG, PNG, TIFF]."", ""A photo can indeed have multiple subjects or objects within it."", ""Metadata typically associated with a photo includes [Timestamp, Camera Settings, GPS Coordinates]."", ""Photos are often edited using software like [Adobe Photoshop, Lightroom, GIMP]."", ""A photo is ontologically related to its capture device, such as a [Camera, Smartphone]."", ""A photo is distinct from but related to other visual media like [Videos, Graphics, Illustrations].""]",[]
pinworm,"[""What are the superclasses of Pinworm in a parasitological taxonomy?"", ""What hosts or environments are typically associated with Pinworm infestation?"", ""What stages of development characterize the lifecycle of Pinworm?"", ""What symptoms or pathologies are commonly linked to Pinworm infection?"", ""What diagnostic tests or procedures can identify Pinworm presence?"", ""What therapeutic interventions or medications effectively treat Pinworm infections?"", ""What epidemiological patterns describe the spread or prevalence of Pinworm?"", ""What preventive measures are recommended to avoid Pinworm transmission?""]","[""Pinworm is classified under the superclasses [Nematode, Parasite]."", ""Pinworm typically resides in environments such as [Intestines, Rectum]."", ""The lifecycle stages of Pinworm include [Egg, Larva, Adult]."", ""Pinworm infection is associated with symptoms or pathologies like [Irritation, Itching, Enterobiasis]."", ""Diagnostic tests for Pinworm include [Tape Test, Stool Sample]."", ""Therapeutic options for treating Pinworm infections involve medications like [Albendazole, Mebendazole]."", ""Epidemiological data indicates Pinworm prevalence is highest in [Children, Crowded Conditions]."", ""Preventive measures to avoid Pinworm transmission include [Hygiene Practices, Handwashing, Nail Trimming].""]","[""Is there something in the image that can cause irritation in the rectal area?"", ""Does the image show an organism that has a larval stage in its lifecycle?"", ""Is there an object in the image that is known to reside in the intestines?"", ""Does the image contain a parasitic nematode that can be diagnosed with a tape test?"", ""Is there something in the image that is treated with albendazole?""]"
pinwormis pinworm,"[""What are the superclasses of Pinworm in a parasitic infection ontology?"", ""Which anatomical locations are typically infected by Pinworm?"", ""What host species are susceptible to Pinworm infection?"", ""What life cycle stages does Pinworm undergo?"", ""What symptoms or pathologies are associated with Pinworm infection?"", ""What treatments or medications are effective against Pinworm?"", ""What preventative measures can be taken to avoid Pinworm infection?"", ""What data properties describe the prevalence or incidence of Pinworm?"", ""What axioms capture the transmission dynamics of Pinworm?"", ""How does Pinworm interact with the host\u2019s immune system?""]","[""The Pinworm is classified under the superclasses [Parasite, Nematode]."", ""Pinworm typically infects the [Large Intestine, Rectum]."", ""Humans are the primary host species for Pinworm."", ""The life cycle of Pinworm includes stages such as [Egg, Larva, Adult]."", ""Pinworm infection is commonly associated with symptoms like [Perianal itching, Abdominal pain]."", ""Effective treatments for Pinworm include medications like [Albendazole, Mebendazole]."", ""Preventative measures for Pinworm infection include [Hand hygiene, Regular laundry]."", ""Data properties describing Pinworm prevalence include [Incidence rate, Geographical distribution]."", ""Axioms regarding Pinworm transmission dynamics include [Direct transmission, Autoinfection]."", ""Pinworm interacts with the host\u2019s immune system through mechanisms such as [Evasion, Modulation].""]","[""Is there an object in the image that could potentially cause perianal itching?"", ""Does the image contain a structure that is commonly associated with the large intestine?"", ""Could something in the image be responsible for abdominal pain in infected individuals?"", ""Is the object capable of evading the host's immune response?"", ""Does the image contain a parasite that undergoes a life cycle including egg, larva, and adult stages?""]"
placenta,"[""What are the superclasses of placenta in a reproductive ontology?"", ""What components or layers constitute the structure of the placenta?"", ""Which organ systems include the placenta?"", ""What role does the placenta play in nutrient exchange and waste removal during pregnancy?"", ""What hormonal functions are associated with the placenta?"", ""What data properties describe the placenta, such as its size or thickness?"", ""What axioms or logical definitions capture the placenta\u2019s function in fetal development?"", ""How is the placenta integrated into the maternal-fetal interface?"", ""Which relationships define the placenta\u2019s interaction with the fetus?""]","[""The placenta is classified under the superclasses [Organ, Reproductive Structure]."", ""The placenta is composed of layers such as [Decidua, Chorion, Trophoblast]."", ""The placenta is part of the reproductive system."", ""The placenta facilitates nutrient exchange and waste removal through processes like [Diffusion, Active Transport]."", ""The placenta produces hormones such as [Progesterone, Human Chorionic Gonadotropin]."", ""Descriptive properties of the placenta include [Size, Thickness, Shape, Vascularization]."", ""Axioms that define the placenta include roles in [Gas Exchange, Nutrient Transfer, Immune Regulation]."", ""The placenta integrates into the maternal-fetal interface at the [Uterine Wall, Decidua]."", ""The placenta is related to the fetus through connections like [Umbilical Cord, Chorionic Villi].""]","[""Is there an object in the image that supports nutrient exchange between two organisms?"", ""Does the image contain a structure that secretes progesterone?"", ""Is there something in the image with layers including the decidua and chorion?"", ""Is the object responsible for waste removal through active transport?"", ""Does the image contain a reproductive organ with a role in immune regulation?""]"
placental abruption,"[""What are the superclasses of Placental Abruption in a pathology hierarchy?"", ""What anatomical structures are involved in Placental Abruption?"", ""Which pregnancy complications are associated with Placental Abruption?"", ""What clinical manifestations or symptoms arise from Placental Abruption?"", ""What etiological factors contribute to the development of Placental Abruption?"", ""What diagnostic methods are commonly used to identify Placental Abruption?"", ""What treatment options are available for managing Placental Abruption?"", ""What data properties describe the incidence or prevalence of Placental Abruption?"", ""What axioms or logical definitions capture the pathological process of Placental Abruption?""]","[""Placental Abruption is classified under the superclasses [Pathological Condition, Obstetric Complication]."", ""Placental Abruption involves the detachment of the placenta from the uterine wall."", ""Complications associated with Placental Abruption include [Fetal Distress, Vaginal Bleeding, Hypotension]."", ""Symptoms of Placental Abruption may include [Abdominal Pain, Fetal Distress, Vaginal Bleeding]."", ""Etiological factors of Placental Abruption can include [Trauma, Hypertension, Smoking]."", ""Diagnostic methods for Placental Abruption may include [Ultrasound, MRI, Clinical Examination]."", ""Treatment options for Placental Abruption may include [Close Monitoring, Emergency Delivery, Fluid Replacement]."", ""Data properties of Placental Abruption include [Incidence Rate, Gestational Age, Severity Level]."", ""Axioms defining Placental Abruption include [Separation of Placenta, Uterine Wall Involvement, Maternal-Fetal Complications].""]","[""Is there an object in the image that is a complication during pregnancy?"", ""Does the image contain a condition where a tissue detaches from another?"", ""Is there something in the image that can lead to fetal distress?"", ""Does the image depict a situation involving severe abdominal pain?"", ""Is the object responsible for a symptom characterized by vaginal bleeding?""]"
plaque,"[""What are the superclasses of plaque in a dental ontology?"", ""Which anatomical structures can plaque be found on?"", ""What types of bacteria are commonly associated with plaque formation?"", ""What role does plaque play in the development of dental caries?"", ""What chemical properties characterize plaque composition?"", ""What data properties describe the plaque, such as its thickness or color?"", ""What axioms or logical definitions capture the plaque\u2019s role in periodontal disease?"", ""How is plaque formation related to oral hygiene practices?"", ""What relationships exist between plaque and other dental pathologies?""]","[""The plaque is classified under the superclasses [Dental Deposit, Biofilm]."", ""Plaque can be found on anatomical structures such as [Teeth, Gingiva, Dental Prostheses]."", ""Plaque formation is commonly associated with bacteria types like [Streptococcus, Actinomycetemcomitans, Fusobacterium]."", ""Plaque plays a role in the development of dental caries through processes like [Acid Production, Enamel Demineralization]."", ""The chemical properties of plaque include the presence of [Proteins, Lipids, Bacterial Metabolites]."", ""Descriptive data properties of plaque include its [Thickness, Color, Texture]."", ""Axioms that define the role of plaque in periodontal disease include [Inflammation, Attachment Loss, Pocket Formation]."", ""Plaque formation is inversely related to oral hygiene practices such as [Tooth Brushing, Flossing, Mouthwash Use]."", ""Plaque is closely related to other dental pathologies like [Gingivitis, Periodontitis, Dental Caries].""]","[""Does the image contain a structure that is a type of dental deposit?"", ""Is there something in the image that is formed on the teeth?"", ""Is the object responsible for acid production in the mouth?"", ""Does the image contain a biofilm that affects oral health?"", ""Is there an object in the image that contributes to enamel demineralization?""]"
present,"[""What are the superclasses of the present in a temporal ontology?"", ""How does the present relate to other temporal concepts like past and future?"", ""What are the constituent elements or parts of the present moment?"", ""What role does the present play in the flow of time?"", ""What properties or characteristics define the present in contrast to the past or future?"", ""What data properties describe the present, such as its duration or significance?"", ""What logical statements or axioms capture the present\u2019s relationship to the timeline?"", ""How is the present moment integrated into the broader temporal framework?"", ""What relationships exist between the present and other temporal entities?""]","[""The present is classified under the superclasses [Time, Instant]."", ""The present is situated between the past and the future in the timeline."", ""The present moment consists of [Current Events, Ongoing Processes]."", ""The present serves as the reference point for the flow of time."", ""The present is characterized by properties such as [Immediacy, Currentness, Temporal Centrality]."", ""Data properties of the present include [Duration, Significance, Temporal Priority]."", ""Axioms governing the present include [Temporal Unity, Instantaneity, Continuity]."", ""The present is integrated into the temporal framework through [Chronology, Temporal Relations]."", ""The present maintains relationships with other temporal entities such as [Past Events, Future Possibilities].""]","[""Is there an object in the image that corresponds to the current moment in time?"", ""Does the image contain a representation of a specific point in the timeline?"", ""Is there something in the image that reflects the passage of time?"", ""Is the object depicted a static moment or a dynamic process?"", ""Does the image contain an illustration of a temporal reference point?""]"
prostate,"[""What is the anatomical location of the prostate?"", ""What are the cellular components of the prostate?"", ""What are the main functions of the prostate in the male urogenital system?"", ""How does the prostate contribute to the production of seminal fluid?"", ""What are the common pathologies or diseases associated with the prostate?"", ""What are the typical diagnostic procedures for assessing prostate health?"", ""What are the treatment options for prostate-related conditions, such as prostate cancer?""]","[""The prostate is anatomically located [below the bladder and in front of the rectum]."", ""The prostate is composed of cell types including [Epithelial Cells, Stromal Cells]."", ""The prostate functions primarily in [Regulation of Urine Flow, Production of Prostatic Fluid]."", ""The prostate contributes to seminal fluid production by secreting [Prostatic Fluid]."", ""Common prostate pathologies include [Prostatitis, Benign Prostatic Hyperplasia, Prostate Cancer]."", ""Diagnostic procedures for the prostate involve [Digital Rectal Exam, Prostate-Specific Antigen Testing, Transrectal Ultrasound]."", ""Treatment options for prostate-related conditions include [Active Surveillance, Surgery, Radiation Therapy, Hormone Therapy].""]","[""Is there an object in the image responsible for regulating urine flow?"", ""Does the image contain a gland involved in the production of prostatic fluid?"", ""Could the object be a structure located below the bladder and in front of the rectum?"", ""Is the object composed of epithelial cells and stromal cells?"", ""Does the image show something associated with seminal fluid production?""]"
pulmonary artery,"[""What are the superclasses of Pulmonary Artery in a vascular ontology?"", ""What are the subclasses or branches of the Pulmonary Artery?"", ""Which cardiovascular structures or systems include the Pulmonary Artery?"", ""What role does the Pulmonary Artery play in carrying oxygen-poor blood to the lungs?"", ""What structural features characterize the Pulmonary Artery\u2019s wall or lumen?"", ""Which physiological properties describe the Pulmonary Artery, such as its pressure or flow rate?"", ""What axioms or logical definitions capture the Pulmonary Artery\u2019s function in the pulmonary circulation?"", ""How is the Pulmonary Artery integrated into the systemic circulatory network?"", ""What relationships define the Pulmonary Artery\u2019s connection to the right ventricle?""]","[""The Pulmonary Artery is classified under the superclasses [Blood Vessel, Artery]."", ""The Pulmonary Artery branches into smaller arteries known as [Segmental Arteries, Subsegmental Arteries]."", ""The Pulmonary Artery is part of the cardiovascular structures or systems including [Pulmonary Circulation, Right Heart, Lung Capillaries]."", ""The Pulmonary Artery carries oxygen-poor blood from the right ventricle to the lungs for oxygenation."", ""The Pulmonary Artery is characterized by structural features such as [Elastic Lamina, Smooth Muscle, Endothelium]."", ""Physiological properties of the Pulmonary Artery include [High Pressure, High Flow Rate, Compliance]."", ""Axioms that define the Pulmonary Artery's function include [Pulmonary Circulation, Oxygenation, Blood Flow Regulation]."", ""The Pulmonary Artery connects the right ventricle to the lungs, forming part of the pulmonary circuit within the systemic circulatory network."", ""The Pulmonary Artery is anatomically related to the right ventricle through its origin from the pulmonary trunk [Anatomical Relationship, Blood Flow Direction].""]","[""Is there an artery in the image that carries oxygen-rich blood?"", ""Does the image contain a structure that branches into segmental and subsegmental arteries?"", ""Is there something in the image that is part of the pulmonary circulation?"", ""Is the object responsible for carrying blood from the right ventricle to the lungs?"", ""Does the image contain a blood vessel with elastic lamina and smooth muscle?""]"
pulmonary artery branch,"[""What are the superclasses of Pulmonary Artery Branch in an anatomical hierarchy?"", ""Which organ systems include the Pulmonary Artery Branch?"", ""What types of tissues constitute the Pulmonary Artery Branch?"", ""What biological functions does the Pulmonary Artery Branch perform, such as oxygen transport?"", ""What structural features characterize the Pulmonary Artery Branch\u2019s organization?"", ""Which molecules or chemicals are typically associated with the Pulmonary Artery Branch?"", ""What organ interactions occur with the Pulmonary Artery Branch in the respiratory system?"", ""What data properties describe the Pulmonary Artery Branch, for example, its diameter or length?"", ""What axioms define the Pulmonary Artery Branch\u2019s role in gas exchange?""]","[""The Pulmonary Artery Branch is classified under the superclasses [Vessel, Artery]."", ""The Pulmonary Artery Branch is part of the following organ systems [Respiratory System, Circulatory System]."", ""The Pulmonary Artery Branch is composed of tissue types such as [Smooth Muscle, Endothelial Cells, Elastic Tissue]."", ""The Pulmonary Artery Branch performs biological functions including [Oxygen Transport, Nutrient Delivery, Waste Removal]."", ""The Pulmonary Artery Branch is characterized by structural features such as [Branching Pattern, Lumen, Tunica Media]."", ""The Pulmonary Artery Branch is associated with molecules like [Hemoglobin, Oxygen, Nitric Oxide]."", ""The Pulmonary Artery Branch interacts with organs such as [Lungs, Heart, Trachea]."", ""Descriptive properties of the Pulmonary Artery Branch include [Diameter, Length, Wall Thickness]."", ""Axioms that define the Pulmonary Artery Branch include roles in [Gas Exchange, Blood Flow Regulation, Oxygenation].""]","[""Is there an object in the image that transports oxygenated blood to the lungs?"", ""Does the image contain a structure that contributes to the circulatory system?"", ""Is there something in the image with smooth muscle and endothelial cells?"", ""Is the object responsible for nutrient delivery to the respiratory system?"", ""Does the image contain a vessel that branches from the pulmonary trunk?""]"
r. endocrine,"[""What are the superclasses of r. endocrine in an anatomical hierarchy?"", ""Which organ systems include r. endocrine?"", ""What types of cells constitute r. endocrine?"", ""What biological functions does r. endocrine perform?"", ""What structural features characterize r. endocrine\u2019s architecture?"", ""Which hormones or regulatory pathways are typically associated with r. endocrine?"", ""What organ interactions occur with r. endocrine in the endocrine system?"", ""What data properties describe r. endocrine, for example, its size or secretion rates?"", ""What axioms define r. endocrine\u2019s role in hormone regulation?""]","[""The r. endocrine is classified under the superclasses [Anatomical Structure, Gland]."", ""The r. endocrine is part of the following organ systems [Endocrine System]."", ""The r. endocrine is composed of cell types such as [Endocrine Cells]."", ""The r. endocrine performs biological functions including [Hormone Synthesis, Regulation of Metabolism]."", ""The r. endocrine is characterized by structural features such as [Follicles, Stroma]."", ""The r. endocrine is associated with hormones and regulatory pathways like [Thyroid Hormones, Parathyroid Hormone, Insulin]."", ""The r. endocrine interacts with organs such as [Thyroid Gland, Adrenal Gland, Pancreas]."", ""Descriptive properties of the r. endocrine include [Size, Shape, Secretion Rates, Feedback Mechanisms]."", ""Axioms that define the r. endocrine include roles in [Hormone Production, Calcium Regulation, Metabolic Regulation].""]","[""Is there an object in the image that synthesizes hormones?"", ""Does the image contain a structure that regulates metabolism?"", ""Is there something in the image that could be part of the endocrine system?"", ""Is the object responsible for producing thyroid hormones?"", ""Does the image contain a gland characterized by follicles?""]"
reed-sternberg cell,"[""What are the superclasses of Reed-Sternberg cell in a hematological ontology?"", ""Which cellular components constitute the Reed-Sternberg cell?"", ""What role does the Reed-Sternberg cell play in the immune response?"", ""What characteristic surface markers or antigens are expressed by Reed-Sternberg cells?"", ""What data properties describe the Reed-Sternberg cell, such as its size or shape?"", ""What axioms or logical definitions capture the Reed-Sternberg cell\u2019s function in pathology?""]","[""The Reed-Sternberg cell is classified under the superclasses [Cell, Hematopoietic Cell]."", ""The Reed-Sternberg cell is composed of cellular components such as [Cytoplasm, Nucleus]."", ""The Reed-Sternberg cell plays a role in the immune response related to [Antigen Presentation, Activation of T-cells]."", ""Characteristic surface markers or antigens expressed by Reed-Sternberg cells include [CD15, CD30]."", ""Descriptive properties of the Reed-Sternberg cell include [Large Size, Abundant Cytoplasm, Prominent Nucleoli]."", ""Axioms that define the Reed-Sternberg cell include its role in [Hodgkin Lymphoma Pathogenesis, Tumor Formation].""]","[""Is there an object in the image that is involved in antigen presentation to T-cells?"", ""Does the image contain a cell with prominent nucleoli?"", ""Is there something in the image that expresses CD30 surface marker?"", ""Is the object responsible for the activation of T-cells in the immune response?"", ""Does the image contain a cell characterized by abundant cytoplasm and large size?""]"
retroperitoneal leiomyosarcoma,"[""What are the superclasses of Retroperitoneal Leiomyosarcoma in an oncological hierarchy?"", ""What types of cells or tissues can the Retroperitoneal Leiomyosarcoma originate from?"", ""What histological characteristics define the Retroperitoneal Leiomyosarcoma?"", ""What biological behaviors or aggressiveness is associated with the Retroperitoneal Leiomyosarcoma?"", ""What anatomical locations or structures are typically affected by the Retroperitoneal Leiomyosarcoma?"", ""What molecular or genetic markers are commonly associated with the Retroperitoneal Leiomyosarcoma?"", ""What diagnostic procedures or tests are used to identify the Retroperitoneal Leiomyosarcoma?"", ""What therapeutic interventions are available for managing the Retroperitoneal Leiomyosarcoma?""]","[""Retroperitoneal Leiomyosarcoma is classified under the superclasses [Sarcoma, Retroperitoneal Tumor]."", ""Retroperitoneal Leiomyosarcoma can originate from smooth muscle cells or tissues [Smooth Muscle, Retroperitoneal Structures]."", ""Retroperitoneal Leiomyosarcoma is characterized by histological features such as [Spindle or Epithelioid Cells, Abundant Mitoses]."", ""Retroperitoneal Leiomyosarcoma exhibits biological behaviors including [Aggressive Growth, Metastasis, Invasion]."", ""Retroperitoneal Leiomyosarcoma typically affects anatomical locations or structures such as [Retroperitoneal Space, Abdominal Organs]."", ""Retroperitoneal Leiomyosarcoma is associated with molecular or genetic markers like [c-KIT, PDGFRA, VEGF]."", ""Diagnostic procedures for Retroperitoneal Leiomyosarcoma include [Biopsy, Imaging Studies, Laboratory Tests]."", ""Therapeutic interventions for Retroperitoneal Leiomyosarcoma involve [Surgery, Chemotherapy, Radiation Therapy].""]","[""Is there an object in the image that is derived from smooth muscle cells or tissues?"", ""Does the image contain a structure that exhibits aggressive growth and metastasis?"", ""Is there something in the image that invades surrounding tissues?"", ""Is the object located in the retroperitoneal space?"", ""Does the image contain a tumor that is characterized by spindle or epithelioid cells?""]"
serosa,"[""What are the superclasses of Serosa in a biological ontology?"", ""Which anatomical structures are enclosed by the Serosa?"", ""What types of cells form the Serosa?"", ""What biological functions does the Serosa perform?"", ""What structural features characterize the Serosa\u2019s organization?"", ""Which organ systems include the Serosa?"", ""What data properties describe the Serosa?""]","[""The Serosa is classified under the superclasses [Membrane, Connective Tissue]."", ""The Serosa encloses anatomical structures such as [Organs, Cavities]."", ""The Serosa is composed of cell types including [Mesothelial Cells, Fibroblasts]."", ""The Serosa performs biological functions like [Protection, Lubrication, Secretion]."", ""The Serosa is characterized by structural features such as [Simple Squamous Epithelium, Loose Connective Tissue]."", ""The Serosa is part of organ systems including [Circulatory System, Respiratory System]."", ""Descriptive properties of the Serosa include [Transparency, Smoothness, Slipperiness].""]","[""Is there something in the image that provides a protective covering for organs?"", ""Does the image contain a structure that is part of the circulatory system?"", ""Is there an object that is characterized by a smooth and slippery surface?"", ""Is the object responsible for secreting fluids?"", ""Does the image contain a simple squamous epithelium?""]"
serous cystadenoma,"[""What are the superclasses of Serous cystadenoma in an oncological classification?"", ""What histological features distinguish Serous cystadenoma from other ovarian tumors?"", ""What are the possible causes or risk factors for the development of a Serous cystadenoma?"", ""What are the typical clinical presentations or symptoms associated with Serous cystadenoma?"", ""What types of imaging studies are used to diagnose or stage Serous cystadenoma?"", ""What is the malignant potential of Serous cystadenoma, and what are the chances of metastasis?"", ""What are the main treatment options for Serous cystadenoma, including surgical interventions and adjuvant therapies?"", ""What are the prognostic factors that influence the outcome or prognosis of patients with Serous cystadenoma?""]","[""The Serous cystadenoma is classified under the superclasses [Ovarian Tumor, Epithelial Tumor]."", ""Serous cystadenoma is histologically characterized by [Cystic Structure, Papillary Projections, Psammoma Bodies]."", ""Possible causes or risk factors for Serous cystadenoma include [Age, Family History, Hormonal Imbalance]."", ""Clinical presentations of Serous cystadenoma may include [Abdominal Pain, Pelvic Mass, Abnormal CA-125 Levels]."", ""Diagnostic imaging for Serous cystadenoma may involve [Transvaginal Ultrasound, CT Scan, MRI]."", ""Serous cystadenoma has a low malignant potential with rare chances of metastasis."", ""Treatment options for Serous cystadenoma include [Oophorectomy, Hysterectomy, Cytoreductive Surgery, Chemotherapy]."", ""Prognostic factors for Serous cystadenoma include [Tumor Stage, Histological Grade, Presence of Metastasis].""]","[""Does the image contain a structure that could be associated with abnormal CA-125 levels?"", ""Is there something in the image that has a low malignant potential with rare chances of metastasis?"", ""Is the object in the image characterized by cystic structure, papillary projections, and psammoma bodies?"", ""Could the object in the image be related to hormonal imbalance or age?"", ""Does the image contain a possible segment of the endocrine system?""]"
sideis the,"[""What are the superclasses of'sideis the' in an anatomical hierarchy?"", ""What components or features characterize'sideis the'?"", ""Which organ systems include'sideis the'?"", ""What biological functions does'sideis the' perform?"", ""What structural properties define'sideis the'?"", ""Which molecules or chemicals are associated with'sideis the'?"", ""What data properties describe'sideis the'?"", ""What axioms or logical definitions capture'sideis the''s role in anatomy?""]","[""The superclasses of'sideis the' include [Anatomical Entity]."", ""'sideis the' is characterized by components or features such as [Side, Spatial Orientation]."", ""'sideis the' is not part of any organ system."", ""'sideis the' does not perform specific biological functions."", ""'sideis the' does not have structural properties."", ""No molecules or chemicals are specifically associated with'sideis the'."", ""Data properties that describe'sideis the' include [Spatial Location, Position]."", ""Axioms that define'sideis the''s role in anatomy include [Spatial Relationships, Anatomical Orientation].""]",[]
sites,"[""What are the superclasses of sites in a biomedical ontology?"", ""What types of molecules or structures bind at these sites?"", ""What biological functions or processes occur at these sites?"", ""What data properties describe these sites, such as their sequence or location?"", ""What axioms or definitions capture the role of these sites in cellular processes?""]","[""The superclasses of sites in a biomedical ontology are [Region, Binding Site]."", ""Sites bind molecules or structures such as [Proteins, DNA, RNA, Small Molecules]."", ""Biological functions or processes that occur at these sites include [Transcription, Translation, Catalysis, Signal Transduction]."", ""Data properties that describe these sites are [Sequence, Location, Structure, Affinity]."", ""Axioms or definitions that capture the role of these sites in cellular processes include [Specificity, Selectivity, Affinity, Cooperativity].""]","[""Is there an object in the image that binds to RNA?"", ""Does the image contain a structure involved in protein synthesis?"", ""Is there something in the image related to signal transduction pathways?"", ""Is the object responsible for enzymatic catalysis?"", ""Does the image contain a site with high affinity for DNA?""]"
smooth muscle actin,"[""What are the superclasses of smooth muscle actin in a molecular hierarchy?"", ""Which cellular structures or organelles contain smooth muscle actin?"", ""What biological functions does smooth muscle actin perform, such as contractility?"", ""What types of cells express smooth muscle actin?"", ""What structural features characterize smooth muscle actin\u2019s filamentous nature?"", ""Which signaling pathways regulate smooth muscle actin\u2019s expression or activity?"", ""What interactions occur between smooth muscle actin and other cytoskeletal proteins?"", ""What data properties describe smooth muscle actin, such as its molecular weight?"", ""What axioms define the role of smooth muscle actin in muscle contraction?""]","[""The superclasses of smooth muscle actin in a molecular hierarchy are [Actin, Protein]."", ""Smooth muscle actin is found in cellular structures such as [Microfilaments, Stress Fibers]."", ""Smooth muscle actin performs biological functions including [Contractility, Cell Motility]."", ""Smooth muscle actin is expressed in cell types like [Smooth Muscle Cells, Myofibroblasts]."", ""Smooth muscle actin has structural features such as [Filaments, Helical Structure]."", ""Signaling pathways that regulate smooth muscle actin include [Rho/ROCK Pathway, Myosin Light Chain Kinase]."", ""Smooth muscle actin interacts with other cytoskeletal proteins like [Myosin, Tropomyosin]."", ""Data properties of smooth muscle actin include [Molecular Weight, Isoforms]."", ""Axioms that define the role of smooth muscle actin in muscle contraction are [Force Generation, Sliding Filament Theory].""]","[""Is there an object in the image that is involved in cell motility?"", ""Does the image contain a structure that participates in contractility?"", ""Is there something in the image that could be part of the cytoskeleton?"", ""Is the object responsible for regulating cell shape?"", ""Does the image contain a protein that contributes to muscle contraction?""]"
source,"[""What are the superclasses of source in an anatomy ontology?"", ""What structures or systems include the source?"", ""What cells or tissues constitute the source?"", ""What functions does the source perform?"", ""What are the structural features of the source?"", ""Which molecules or substances are associated with the source?"", ""What interactions occur between the source and other organs or systems?"", ""What data properties describe the source?"", ""What axioms or definitions capture the source\u2019s role in biological processes?""]","[""The source is classified under the superclasses [Anatomical Structure, Vascular System]."", ""The source is part of the following structures or systems [Circulatory System, Respiratory System]."", ""The source is composed of cell types such as [Endothelial Cells, Smooth Muscle Cells]."", ""The source performs functions including [Gas Exchange, Oxygenation, Nutrient Exchange]."", ""The source is characterized by structural features such as [Branching Network, Capillaries, Alveoli]."", ""The source is associated with molecules and substances like [Oxygen, Carbon Dioxide, Nutrients]."", ""The source interacts with organs or systems such as [Lungs, Heart, Liver]."", ""Descriptive properties of the source include [Size, Surface Area, Perfusion Rate]."", ""Axioms that define the source\u2019s role include [Gas Exchange Efficiency, Perfusion Pressure, Oxygen Saturation].""]","[""Is there an object in the image that facilitates the exchange of gases?"", ""Does the image contain a structure that is part of the circulatory system?"", ""Is there something in the image that has a role in nutrient exchange?"", ""Is the object responsible for oxygenation?"", ""Does the image contain a part of the respiratory system?""]"
