class,questons,label
individual cells,Is there a part of the digestive system visible in the image?,1
individual cells,Is there an object in the image that produces insulin?,0
individual cells,Does the image contain a structure that regulates neurotransmitters?,0
individual cells,Is there something in the image that could be a spinal cord segment?,0
individual cells,Is the object responsible for pumping blood?,0
individual cells,Does the image contain a gland of the endocrine system?,0
induced,Is there a structure in the image that might produce bile?,1
induced,Does the image show an organ that could be involved in detoxifying substances?,1
induced,Is there something in the image that is connected to the gallbladder?,1
induced,Does the image include a structure composed of lobules?,1
induced,Is there a part of the digestive system visible in the image?,1
induced,Is there an object in the image that produces insulin?,0
induced,Does the image contain a structure that regulates neurotransmitters?,0
induced,Is there something in the image that could be a spinal cord segment?,0
induced,Is the object responsible for pumping blood?,0
induced,Does the image contain a gland of the endocrine system?,0
infant,Is there a structure in the image that might produce bile?,1
infant,Does the image show an organ that could be involved in detoxifying substances?,1
infant,Is there something in the image that is connected to the gallbladder?,1
infant,Does the image include a structure composed of lobules?,1
infant,Is there a part of the digestive system visible in the image?,1
infant,Is there an object in the image that produces insulin?,0
infant,Does the image contain a structure that regulates neurotransmitters?,0
infant,Is there something in the image that could be a spinal cord segment?,0
infant,Is the object responsible for pumping blood?,0
infant,Does the image contain a gland of the endocrine system?,0
infant body,Is there a structure in the image that might produce bile?,1
infant body,Does the image show an organ that could be involved in detoxifying substances?,1
infant body,Is there something in the image that is connected to the gallbladder?,1
infant body,Does the image include a structure composed of lobules?,1
infant body,Is there a part of the digestive system visible in the image?,1
infant body,Is there an object in the image that produces insulin?,0
infant body,Does the image contain a structure that regulates neurotransmitters?,0
infant body,Is there something in the image that could be a spinal cord segment?,0
infant body,Is the object responsible for pumping blood?,0
infant body,Does the image contain a gland of the endocrine system?,0
infant organs,Is there a structure in the image that might produce bile?,1
infant organs,Does the image show an organ that could be involved in detoxifying substances?,1
infant organs,Is there something in the image that is connected to the gallbladder?,1
infant organs,Does the image include a structure composed of lobules?,1
infant organs,Is there a part of the digestive system visible in the image?,1
infant organs,Is there an object in the image that produces insulin?,0
infant organs,Does the image contain a structure that regulates neurotransmitters?,0
infant organs,Is there something in the image that could be a spinal cord segment?,0
infant organs,Is the object responsible for pumping blood?,0
infant organs,Does the image contain a gland of the endocrine system?,0
infarct,Is there a structure in the image that might produce bile?,1
infarct,Does the image show an organ that could be involved in detoxifying substances?,1
infarct,Is there something in the image that is connected to the gallbladder?,1
infarct,Does the image include a structure composed of lobules?,1
infarct,Is there a part of the digestive system visible in the image?,1
infarct,Is there an object in the image that produces insulin?,0
infarct,Does the image contain a structure that regulates neurotransmitters?,0
infarct,Is there something in the image that could be a spinal cord segment?,0
infarct,Is the object responsible for pumping blood?,0
infarct,Does the image contain a gland of the endocrine system?,0
infected,Is there a structure in the image that might produce bile?,1
infected,Does the image show an organ that could be involved in detoxifying substances?,1
infected,Is there something in the image that is connected to the gallbladder?,1
infected,Does the image include a structure composed of lobules?,1
infected,Is there a part of the digestive system visible in the image?,1
infected,Is there an object in the image that produces insulin?,0
infected,Does the image contain a structure that regulates neurotransmitters?,0
infected,Is there something in the image that could be a spinal cord segment?,0
infected,Is the object responsible for pumping blood?,0
infected,Does the image contain a gland of the endocrine system?,0
inferior right side cause,Is there a structure in the image that might produce bile?,1
inferior right side cause,Does the image show an organ that could be involved in detoxifying substances?,1
inferior right side cause,Is there something in the image that is connected to the gallbladder?,1
inferior right side cause,Does the image include a structure composed of lobules?,1
inferior right side cause,Is there a part of the digestive system visible in the image?,1
inferior right side cause,Is there an object in the image that produces insulin?,0
inferior right side cause,Does the image contain a structure that regulates neurotransmitters?,0
inferior right side cause,Is there something in the image that could be a spinal cord segment?,0
inferior right side cause,Is the object responsible for pumping blood?,0
inferior right side cause,Does the image contain a gland of the endocrine system?,0
infiltrate,Is there a structure in the image that might produce bile?,1
infiltrate,Does the image show an organ that could be involved in detoxifying substances?,1
infiltrate,Is there something in the image that is connected to the gallbladder?,1
infiltrate,Does the image include a structure composed of lobules?,1
infiltrate,Is there a part of the digestive system visible in the image?,1
infiltrate,Is there an object in the image that produces insulin?,0
infiltrate,Does the image contain a structure that regulates neurotransmitters?,0
infiltrate,Is there something in the image that could be a spinal cord segment?,0
infiltrate,Is the object responsible for pumping blood?,0
infiltrate,Does the image contain a gland of the endocrine system?,0
infiltrated,Is there a structure in the image that might produce bile?,1
infiltrated,Does the image show an organ that could be involved in detoxifying substances?,1
infiltrated,Is there something in the image that is connected to the gallbladder?,1
infiltrated,Does the image include a structure composed of lobules?,1
infiltrated,Is there a part of the digestive system visible in the image?,1
infiltrated,Is there an object in the image that produces insulin?,0
infiltrated,Does the image contain a structure that regulates neurotransmitters?,0
infiltrated,Is there something in the image that could be a spinal cord segment?,0
infiltrated,Is the object responsible for pumping blood?,0
infiltrated,Does the image contain a gland of the endocrine system?,0
infiltrates,Is there a structure in the image that might produce bile?,1
infiltrates,Does the image show an organ that could be involved in detoxifying substances?,1
infiltrates,Is there something in the image that is connected to the gallbladder?,1
infiltrates,Does the image include a structure composed of lobules?,1
infiltrates,Is there a part of the digestive system visible in the image?,1
infiltrates,Is there an object in the image that produces insulin?,0
infiltrates,Does the image contain a structure that regulates neurotransmitters?,0
infiltrates,Is there something in the image that could be a spinal cord segment?,0
infiltrates,Is the object responsible for pumping blood?,0
infiltrates,Does the image contain a gland of the endocrine system?,0
infiltration,Is there a structure in the image that might produce bile?,1
infiltration,Does the image show an organ that could be involved in detoxifying substances?,1
infiltration,Is there something in the image that is connected to the gallbladder?,1
infiltration,Does the image include a structure composed of lobules?,1
infiltration,Is there a part of the digestive system visible in the image?,1
infiltration,Is there an object in the image that produces insulin?,0
infiltration,Does the image contain a structure that regulates neurotransmitters?,0
infiltration,Is there something in the image that could be a spinal cord segment?,0
infiltration,Is the object responsible for pumping blood?,0
infiltration,Does the image contain a gland of the endocrine system?,0
infiltrative process,Is there a structure in the image that might produce bile?,1
infiltrative process,Does the image show an organ that could be involved in detoxifying substances?,1
infiltrative process,Is there something in the image that is connected to the gallbladder?,1
infiltrative process,Does the image include a structure composed of lobules?,1
infiltrative process,Is there a part of the digestive system visible in the image?,1
infiltrative process,Is there an object in the image that produces insulin?,0
infiltrative process,Does the image contain a structure that regulates neurotransmitters?,0
infiltrative process,Is there something in the image that could be a spinal cord segment?,0
infiltrative process,Is the object responsible for pumping blood?,0
infiltrative process,Does the image contain a gland of the endocrine system?,0
inflamed,Is there a structure in the image that might produce bile?,1
inflamed,Does the image show an organ that could be involved in detoxifying substances?,1
inflamed,Is there something in the image that is connected to the gallbladder?,1
inflamed,Does the image include a structure composed of lobules?,1
inflamed,Is there a part of the digestive system visible in the image?,1
inflamed,Is there an object in the image that produces insulin?,0
inflamed,Does the image contain a structure that regulates neurotransmitters?,0
inflamed,Is there something in the image that could be a spinal cord segment?,0
inflamed,Is the object responsible for pumping blood?,0
inflamed,Does the image contain a gland of the endocrine system?,0
inflammation,Is there a structure in the image that might produce bile?,1
inflammation,Does the image show an organ that could be involved in detoxifying substances?,1
inflammation,Is there something in the image that is connected to the gallbladder?,1
inflammation,Does the image include a structure composed of lobules?,1
inflammation,Is there a part of the digestive system visible in the image?,1
inflammation,Is there an object in the image that produces insulin?,0
inflammation,Does the image contain a structure that regulates neurotransmitters?,0
inflammation,Is there something in the image that could be a spinal cord segment?,0
inflammation,Is the object responsible for pumping blood?,0
inflammation,Does the image contain a gland of the endocrine system?,0
inflammatory,Is there a structure in the image that might produce bile?,1
inflammatory,Does the image show an organ that could be involved in detoxifying substances?,1
inflammatory,Is there something in the image that is connected to the gallbladder?,1
inflammatory,Does the image include a structure composed of lobules?,1
inflammatory,Is there a part of the digestive system visible in the image?,1
inflammatory,Is there an object in the image that produces insulin?,0
inflammatory,Does the image contain a structure that regulates neurotransmitters?,0
inflammatory,Is there something in the image that could be a spinal cord segment?,0
inflammatory,Is the object responsible for pumping blood?,0
inflammatory,Does the image contain a gland of the endocrine system?,0
inflammatory cell infiltrate,Is there a structure in the image that might produce bile?,1
inflammatory cell infiltrate,Does the image show an organ that could be involved in detoxifying substances?,1
inflammatory cell infiltrate,Is there something in the image that is connected to the gallbladder?,1
inflammatory cell infiltrate,Does the image include a structure composed of lobules?,1
inflammatory cell infiltrate,Is there a part of the digestive system visible in the image?,1
inflammatory cell infiltrate,Is there an object in the image that produces insulin?,0
inflammatory cell infiltrate,Does the image contain a structure that regulates neurotransmitters?,0
inflammatory cell infiltrate,Is there something in the image that could be a spinal cord segment?,0
inflammatory cell infiltrate,Is the object responsible for pumping blood?,0
inflammatory cell infiltrate,Does the image contain a gland of the endocrine system?,0
inflammatory pseudopolyps,Is there a structure in the image that might produce bile?,1
inflammatory pseudopolyps,Does the image show an organ that could be involved in detoxifying substances?,1
inflammatory pseudopolyps,Is there something in the image that is connected to the gallbladder?,1
inflammatory pseudopolyps,Does the image include a structure composed of lobules?,1
inflammatory pseudopolyps,Is there a part of the digestive system visible in the image?,1
inflammatory pseudopolyps,Is there an object in the image that produces insulin?,0
inflammatory pseudopolyps,Does the image contain a structure that regulates neurotransmitters?,0
inflammatory pseudopolyps,Is there something in the image that could be a spinal cord segment?,0
inflammatory pseudopolyps,Is the object responsible for pumping blood?,0
inflammatory pseudopolyps,Does the image contain a gland of the endocrine system?,0
inflammatory reaction,Is there a structure in the image that might produce bile?,1
inflammatory reaction,Does the image show an organ that could be involved in detoxifying substances?,1
inflammatory reaction,Is there something in the image that is connected to the gallbladder?,1
inflammatory reaction,Does the image include a structure composed of lobules?,1
inflammatory reaction,Is there a part of the digestive system visible in the image?,1
inflammatory reaction,Is there an object in the image that produces insulin?,0
inflammatory reaction,Does the image contain a structure that regulates neurotransmitters?,0
inflammatory reaction,Is there something in the image that could be a spinal cord segment?,0
inflammatory reaction,Is the object responsible for pumping blood?,0
inflammatory reaction,Does the image contain a gland of the endocrine system?,0
inflammatory reactions,Is there a structure in the image that might produce bile?,1
inflammatory reactions,Does the image show an organ that could be involved in detoxifying substances?,1
inflammatory reactions,Is there something in the image that is connected to the gallbladder?,1
inflammatory reactions,Does the image include a structure composed of lobules?,1
inflammatory reactions,Is there a part of the digestive system visible in the image?,1
inflammatory reactions,Is there an object in the image that produces insulin?,0
inflammatory reactions,Does the image contain a structure that regulates neurotransmitters?,0
inflammatory reactions,Is there something in the image that could be a spinal cord segment?,0
inflammatory reactions,Is the object responsible for pumping blood?,0
inflammatory reactions,Does the image contain a gland of the endocrine system?,0
infra-red spectroscopy,Is there a structure in the image that might produce bile?,1
infra-red spectroscopy,Does the image show an organ that could be involved in detoxifying substances?,1
infra-red spectroscopy,Is there something in the image that is connected to the gallbladder?,1
infra-red spectroscopy,Does the image include a structure composed of lobules?,1
infra-red spectroscopy,Is there a part of the digestive system visible in the image?,1
infra-red spectroscopy,Is there an object in the image that produces insulin?,0
infra-red spectroscopy,Does the image contain a structure that regulates neurotransmitters?,0
infra-red spectroscopy,Is there something in the image that could be a spinal cord segment?,0
infra-red spectroscopy,Is the object responsible for pumping blood?,0
infra-red spectroscopy,Does the image contain a gland of the endocrine system?,0
ingested,Is there a structure in the image that might produce bile?,1
ingested,Does the image show an organ that could be involved in detoxifying substances?,1
ingested,Is there something in the image that is connected to the gallbladder?,1
ingested,Does the image include a structure composed of lobules?,1
ingested,Is there a part of the digestive system visible in the image?,1
ingested,Is there an object in the image that produces insulin?,0
ingested,Does the image contain a structure that regulates neurotransmitters?,0
ingested,Is there something in the image that could be a spinal cord segment?,0
ingested,Is the object responsible for pumping blood?,0
ingested,Does the image contain a gland of the endocrine system?,0
initiator,Is there a structure in the image that might produce bile?,1
initiator,Does the image show an organ that could be involved in detoxifying substances?,1
initiator,Is there something in the image that is connected to the gallbladder?,1
initiator,Does the image include a structure composed of lobules?,1
initiator,Is there a part of the digestive system visible in the image?,1
initiator,Is there an object in the image that produces insulin?,0
initiator,Does the image contain a structure that regulates neurotransmitters?,0
initiator,Is there something in the image that could be a spinal cord segment?,0
initiator,Is the object responsible for pumping blood?,0
initiator,Does the image contain a gland of the endocrine system?,0
injury,Is there a structure in the image that might produce bile?,1
injury,Does the image show an organ that could be involved in detoxifying substances?,1
injury,Is there something in the image that is connected to the gallbladder?,1
injury,Does the image include a structure composed of lobules?,1
injury,Is there a part of the digestive system visible in the image?,1
injury,Is there an object in the image that produces insulin?,0
injury,Does the image contain a structure that regulates neurotransmitters?,0
injury,Is there something in the image that could be a spinal cord segment?,0
injury,Is the object responsible for pumping blood?,0
injury,Does the image contain a gland of the endocrine system?,0
inner core,Is there a structure in the image that might produce bile?,1
inner core,Does the image show an organ that could be involved in detoxifying substances?,1
inner core,Is there something in the image that is connected to the gallbladder?,1
inner core,Does the image include a structure composed of lobules?,1
inner core,Is there a part of the digestive system visible in the image?,1
inner core,Is there an object in the image that produces insulin?,0
inner core,Does the image contain a structure that regulates neurotransmitters?,0
inner core,Is there something in the image that could be a spinal cord segment?,0
inner core,Is the object responsible for pumping blood?,0
inner core,Does the image contain a gland of the endocrine system?,0
innominate,Is there a structure in the image that might produce bile?,1
innominate,Does the image show an organ that could be involved in detoxifying substances?,1
innominate,Is there something in the image that is connected to the gallbladder?,1
innominate,Does the image include a structure composed of lobules?,1
innominate,Is there a part of the digestive system visible in the image?,1
innominate,Is there an object in the image that produces insulin?,0
innominate,Does the image contain a structure that regulates neurotransmitters?,0
innominate,Is there something in the image that could be a spinal cord segment?,0
innominate,Is the object responsible for pumping blood?,0
innominate,Does the image contain a gland of the endocrine system?,0
inset,Is there a structure in the image that might produce bile?,1
inset,Does the image show an organ that could be involved in detoxifying substances?,1
inset,Is there something in the image that is connected to the gallbladder?,1
inset,Does the image include a structure composed of lobules?,1
inset,Is there a part of the digestive system visible in the image?,1
inset,Is there an object in the image that produces insulin?,0
inset,Does the image contain a structure that regulates neurotransmitters?,0
inset,Is there something in the image that could be a spinal cord segment?,0
inset,Is the object responsible for pumping blood?,0
inset,Does the image contain a gland of the endocrine system?,0
intact,Is there a structure in the image that might produce bile?,1
intact,Does the image show an organ that could be involved in detoxifying substances?,1
intact,Is there something in the image that is connected to the gallbladder?,1
intact,Does the image include a structure composed of lobules?,1
intact,Is there a part of the digestive system visible in the image?,1
intact,Is there an object in the image that produces insulin?,0
intact,Does the image contain a structure that regulates neurotransmitters?,0
intact,Is there something in the image that could be a spinal cord segment?,0
intact,Is the object responsible for pumping blood?,0
intact,Does the image contain a gland of the endocrine system?,0
inter-ventricular septum,Is there a structure in the image that might produce bile?,1
inter-ventricular septum,Does the image show an organ that could be involved in detoxifying substances?,1
inter-ventricular septum,Is there something in the image that is connected to the gallbladder?,1
inter-ventricular septum,Does the image include a structure composed of lobules?,1
inter-ventricular septum,Is there a part of the digestive system visible in the image?,1
inter-ventricular septum,Is there an object in the image that produces insulin?,0
inter-ventricular septum,Does the image contain a structure that regulates neurotransmitters?,0
inter-ventricular septum,Is there something in the image that could be a spinal cord segment?,0
inter-ventricular septum,Is the object responsible for pumping blood?,0
inter-ventricular septum,Does the image contain a gland of the endocrine system?,0
intermediate callus,Is there a structure in the image that might produce bile?,1
intermediate callus,Does the image show an organ that could be involved in detoxifying substances?,1
intermediate callus,Is there something in the image that is connected to the gallbladder?,1
intermediate callus,Does the image include a structure composed of lobules?,1
intermediate callus,Is there a part of the digestive system visible in the image?,1
intermediate callus,Is there an object in the image that produces insulin?,0
intermediate callus,Does the image contain a structure that regulates neurotransmitters?,0
intermediate callus,Is there something in the image that could be a spinal cord segment?,0
intermediate callus,Is the object responsible for pumping blood?,0
intermediate callus,Does the image contain a gland of the endocrine system?,0
internal callus,Is there a structure in the image that might produce bile?,1
internal callus,Does the image show an organ that could be involved in detoxifying substances?,1
internal callus,Is there something in the image that is connected to the gallbladder?,1
internal callus,Does the image include a structure composed of lobules?,1
internal callus,Is there a part of the digestive system visible in the image?,1
internal callus,Is there an object in the image that produces insulin?,0
internal callus,Does the image contain a structure that regulates neurotransmitters?,0
internal callus,Is there something in the image that could be a spinal cord segment?,0
internal callus,Is the object responsible for pumping blood?,0
internal callus,Does the image contain a gland of the endocrine system?,0
interstitium,Is there a structure in the image that might produce bile?,1
interstitium,Does the image show an organ that could be involved in detoxifying substances?,1
interstitium,Is there something in the image that is connected to the gallbladder?,1
interstitium,Does the image include a structure composed of lobules?,1
interstitium,Is there a part of the digestive system visible in the image?,1
interstitium,Is there an object in the image that produces insulin?,0
interstitium,Does the image contain a structure that regulates neurotransmitters?,0
interstitium,Is there something in the image that could be a spinal cord segment?,0
interstitium,Is the object responsible for pumping blood?,0
interstitium,Does the image contain a gland of the endocrine system?,0
intervening parenchyma,Is there a structure in the image that might produce bile?,1
intervening parenchyma,Does the image show an organ that could be involved in detoxifying substances?,1
intervening parenchyma,Is there something in the image that is connected to the gallbladder?,1
intervening parenchyma,Does the image include a structure composed of lobules?,1
intervening parenchyma,Is there a part of the digestive system visible in the image?,1
intervening parenchyma,Is there an object in the image that produces insulin?,0
intervening parenchyma,Does the image contain a structure that regulates neurotransmitters?,0
intervening parenchyma,Is there something in the image that could be a spinal cord segment?,0
intervening parenchyma,Is the object responsible for pumping blood?,0
intervening parenchyma,Does the image contain a gland of the endocrine system?,0
interventricular septum rupture,Is there a structure in the image that might produce bile?,1
interventricular septum rupture,Does the image show an organ that could be involved in detoxifying substances?,1
interventricular septum rupture,Is there something in the image that is connected to the gallbladder?,1
interventricular septum rupture,Does the image include a structure composed of lobules?,1
interventricular septum rupture,Is there a part of the digestive system visible in the image?,1
interventricular septum rupture,Is there an object in the image that produces insulin?,0
interventricular septum rupture,Does the image contain a structure that regulates neurotransmitters?,0
interventricular septum rupture,Is there something in the image that could be a spinal cord segment?,0
interventricular septum rupture,Is the object responsible for pumping blood?,0
interventricular septum rupture,Does the image contain a gland of the endocrine system?,0
intestinal type,Is there a structure in the image that might produce bile?,1
intestinal type,Does the image show an organ that could be involved in detoxifying substances?,1
intestinal type,Is there something in the image that is connected to the gallbladder?,1
intestinal type,Does the image include a structure composed of lobules?,1
intestinal type,Is there a part of the digestive system visible in the image?,1
intestinal type,Is there an object in the image that produces insulin?,0
intestinal type,Does the image contain a structure that regulates neurotransmitters?,0
intestinal type,Is there something in the image that could be a spinal cord segment?,0
intestinal type,Is the object responsible for pumping blood?,0
intestinal type,Does the image contain a gland of the endocrine system?,0
intestine,Is there a structure in the image that might produce bile?,1
intestine,Does the image show an organ that could be involved in detoxifying substances?,1
intestine,Is there something in the image that is connected to the gallbladder?,1
intestine,Does the image include a structure composed of lobules?,1
intestine,Is there a part of the digestive system visible in the image?,1
intestine,Is there an object in the image that produces insulin?,0
intestine,Does the image contain a structure that regulates neurotransmitters?,0
intestine,Is there something in the image that could be a spinal cord segment?,0
intestine,Is the object responsible for pumping blood?,0
intestine,Does the image contain a gland of the endocrine system?,0
intimal hyperplasia,Is there a structure in the image that might produce bile?,1
intimal hyperplasia,Does the image show an organ that could be involved in detoxifying substances?,1
intimal hyperplasia,Is there something in the image that is connected to the gallbladder?,1
intimal hyperplasia,Does the image include a structure composed of lobules?,1
intimal hyperplasia,Is there a part of the digestive system visible in the image?,1
intimal hyperplasia,Is there an object in the image that produces insulin?,0
intimal hyperplasia,Does the image contain a structure that regulates neurotransmitters?,0
intimal hyperplasia,Is there something in the image that could be a spinal cord segment?,0
intimal hyperplasia,Is the object responsible for pumping blood?,0
intimal hyperplasia,Does the image contain a gland of the endocrine system?,0
intimal thickening,Is there a structure in the image that might produce bile?,1
intimal thickening,Does the image show an organ that could be involved in detoxifying substances?,1
intimal thickening,Is there something in the image that is connected to the gallbladder?,1
intimal thickening,Does the image include a structure composed of lobules?,1
intimal thickening,Is there a part of the digestive system visible in the image?,1
intimal thickening,Is there an object in the image that produces insulin?,0
intimal thickening,Does the image contain a structure that regulates neurotransmitters?,0
intimal thickening,Is there something in the image that could be a spinal cord segment?,0
intimal thickening,Is the object responsible for pumping blood?,0
intimal thickening,Does the image contain a gland of the endocrine system?,0
intracellular,Is there a structure in the image that might produce bile?,1
intracellular,Does the image show an organ that could be involved in detoxifying substances?,1
intracellular,Is there something in the image that is connected to the gallbladder?,1
intracellular,Does the image include a structure composed of lobules?,1
intracellular,Is there a part of the digestive system visible in the image?,1
intracellular,Is there an object in the image that produces insulin?,0
intracellular,Does the image contain a structure that regulates neurotransmitters?,0
intracellular,Is there something in the image that could be a spinal cord segment?,0
intracellular,Is the object responsible for pumping blood?,0
intracellular,Does the image contain a gland of the endocrine system?,0
intraductal papillomatosis,Is there a structure in the image that might produce bile?,1
intraductal papillomatosis,Does the image show an organ that could be involved in detoxifying substances?,1
intraductal papillomatosis,Is there something in the image that is connected to the gallbladder?,1
intraductal papillomatosis,Does the image include a structure composed of lobules?,1
intraductal papillomatosis,Is there a part of the digestive system visible in the image?,1
intraductal papillomatosis,Is there an object in the image that produces insulin?,0
intraductal papillomatosis,Does the image contain a structure that regulates neurotransmitters?,0
intraductal papillomatosis,Is there something in the image that could be a spinal cord segment?,0
intraductal papillomatosis,Is the object responsible for pumping blood?,0
intraductal papillomatosis,Does the image contain a gland of the endocrine system?,0
intravascular coagulation,Is there a structure in the image that might produce bile?,1
intravascular coagulation,Does the image show an organ that could be involved in detoxifying substances?,1
intravascular coagulation,Is there something in the image that is connected to the gallbladder?,1
intravascular coagulation,Does the image include a structure composed of lobules?,1
intravascular coagulation,Is there a part of the digestive system visible in the image?,1
intravascular coagulation,Is there an object in the image that produces insulin?,0
intravascular coagulation,Does the image contain a structure that regulates neurotransmitters?,0
intravascular coagulation,Is there something in the image that could be a spinal cord segment?,0
intravascular coagulation,Is the object responsible for pumping blood?,0
intravascular coagulation,Does the image contain a gland of the endocrine system?,0
intraventricular,Is there a structure in the image that might produce bile?,1
intraventricular,Does the image show an organ that could be involved in detoxifying substances?,1
intraventricular,Is there something in the image that is connected to the gallbladder?,1
intraventricular,Does the image include a structure composed of lobules?,1
intraventricular,Is there a part of the digestive system visible in the image?,1
intraventricular,Is there an object in the image that produces insulin?,0
intraventricular,Does the image contain a structure that regulates neurotransmitters?,0
intraventricular,Is there something in the image that could be a spinal cord segment?,0
intraventricular,Is the object responsible for pumping blood?,0
intraventricular,Does the image contain a gland of the endocrine system?,0
invading,Is there a structure in the image that might produce bile?,1
invading,Does the image show an organ that could be involved in detoxifying substances?,1
invading,Is there something in the image that is connected to the gallbladder?,1
invading,Does the image include a structure composed of lobules?,1
invading,Is there a part of the digestive system visible in the image?,1
invading,Is there an object in the image that produces insulin?,0
invading,Does the image contain a structure that regulates neurotransmitters?,0
invading,Is there something in the image that could be a spinal cord segment?,0
invading,Is the object responsible for pumping blood?,0
invading,Does the image contain a gland of the endocrine system?,0
invasive,Is there a structure in the image that might produce bile?,1
invasive,Does the image show an organ that could be involved in detoxifying substances?,1
invasive,Is there something in the image that is connected to the gallbladder?,1
invasive,Does the image include a structure composed of lobules?,1
invasive,Is there a part of the digestive system visible in the image?,1
invasive,Is there an object in the image that produces insulin?,0
invasive,Does the image contain a structure that regulates neurotransmitters?,0
invasive,Is there something in the image that could be a spinal cord segment?,0
invasive,Is the object responsible for pumping blood?,0
invasive,Does the image contain a gland of the endocrine system?,0
iron,Is there a structure in the image that might produce bile?,1
iron,Does the image show an organ that could be involved in detoxifying substances?,1
iron,Is there something in the image that is connected to the gallbladder?,1
iron,Does the image include a structure composed of lobules?,1
iron,Is there a part of the digestive system visible in the image?,1
iron,Is there an object in the image that produces insulin?,0
iron,Does the image contain a structure that regulates neurotransmitters?,0
iron,Is there something in the image that could be a spinal cord segment?,0
iron,Is the object responsible for pumping blood?,0
iron,Does the image contain a gland of the endocrine system?,0
iron stain,Is there a structure in the image that might produce bile?,1
iron stain,Does the image show an organ that could be involved in detoxifying substances?,1
iron stain,Is there something in the image that is connected to the gallbladder?,1
iron stain,Does the image include a structure composed of lobules?,1
iron stain,Is there a part of the digestive system visible in the image?,1
iron stain,Is there an object in the image that produces insulin?,0
iron stain,Does the image contain a structure that regulates neurotransmitters?,0
iron stain,Is there something in the image that could be a spinal cord segment?,0
iron stain,Is the object responsible for pumping blood?,0
iron stain,Does the image contain a gland of the endocrine system?,0
irregular,Is there a structure in the image that might produce bile?,1
irregular,Does the image show an organ that could be involved in detoxifying substances?,1
irregular,Is there something in the image that is connected to the gallbladder?,1
irregular,Does the image include a structure composed of lobules?,1
irregular,Is there a part of the digestive system visible in the image?,1
irregular,Is there an object in the image that produces insulin?,0
irregular,Does the image contain a structure that regulates neurotransmitters?,0
irregular,Is there something in the image that could be a spinal cord segment?,0
irregular,Is the object responsible for pumping blood?,0
irregular,Does the image contain a gland of the endocrine system?,0
irregular glands,Is there a structure in the image that might produce bile?,1
irregular glands,Does the image show an organ that could be involved in detoxifying substances?,1
irregular glands,Is there something in the image that is connected to the gallbladder?,1
irregular glands,Does the image include a structure composed of lobules?,1
irregular glands,Is there a part of the digestive system visible in the image?,1
irregular glands,Is there an object in the image that produces insulin?,0
irregular glands,Does the image contain a structure that regulates neurotransmitters?,0
irregular glands,Is there something in the image that could be a spinal cord segment?,0
irregular glands,Is the object responsible for pumping blood?,0
irregular glands,Does the image contain a gland of the endocrine system?,0
irreversible,Is there a structure in the image that might produce bile?,1
irreversible,Does the image show an organ that could be involved in detoxifying substances?,1
irreversible,Is there something in the image that is connected to the gallbladder?,1
irreversible,Does the image include a structure composed of lobules?,1
irreversible,Is there a part of the digestive system visible in the image?,1
irreversible,Is there an object in the image that produces insulin?,0
irreversible,Does the image contain a structure that regulates neurotransmitters?,0
irreversible,Is there something in the image that could be a spinal cord segment?,0
irreversible,Is the object responsible for pumping blood?,0
irreversible,Does the image contain a gland of the endocrine system?,0
ischemia,Is there a structure in the image that might produce bile?,1
ischemia,Does the image show an organ that could be involved in detoxifying substances?,1
ischemia,Is there something in the image that is connected to the gallbladder?,1
ischemia,Does the image include a structure composed of lobules?,1
ischemia,Is there a part of the digestive system visible in the image?,1
ischemia,Is there an object in the image that produces insulin?,0
ischemia,Does the image contain a structure that regulates neurotransmitters?,0
ischemia,Is there something in the image that could be a spinal cord segment?,0
ischemia,Is the object responsible for pumping blood?,0
ischemia,Does the image contain a gland of the endocrine system?,0
ischemic,Is there a structure in the image that might produce bile?,1
ischemic,Does the image show an organ that could be involved in detoxifying substances?,1
ischemic,Is there something in the image that is connected to the gallbladder?,1
ischemic,Does the image include a structure composed of lobules?,1
ischemic,Is there a part of the digestive system visible in the image?,1
ischemic,Is there an object in the image that produces insulin?,0
ischemic,Does the image contain a structure that regulates neurotransmitters?,0
ischemic,Is there something in the image that could be a spinal cord segment?,0
ischemic,Is the object responsible for pumping blood?,0
ischemic,Does the image contain a gland of the endocrine system?,0
ischemic colitis,Is there a structure in the image that might produce bile?,1
ischemic colitis,Does the image show an organ that could be involved in detoxifying substances?,1
ischemic colitis,Is there something in the image that is connected to the gallbladder?,1
ischemic colitis,Does the image include a structure composed of lobules?,1
ischemic colitis,Is there a part of the digestive system visible in the image?,1
ischemic colitis,Is there an object in the image that produces insulin?,0
ischemic colitis,Does the image contain a structure that regulates neurotransmitters?,0
ischemic colitis,Is there something in the image that could be a spinal cord segment?,0
ischemic colitis,Is the object responsible for pumping blood?,0
ischemic colitis,Does the image contain a gland of the endocrine system?,0
ischemic necrosis infarction,Is there a structure in the image that might produce bile?,1
ischemic necrosis infarction,Does the image show an organ that could be involved in detoxifying substances?,1
ischemic necrosis infarction,Is there something in the image that is connected to the gallbladder?,1
ischemic necrosis infarction,Does the image include a structure composed of lobules?,1
ischemic necrosis infarction,Is there a part of the digestive system visible in the image?,1
ischemic necrosis infarction,Is there an object in the image that produces insulin?,0
ischemic necrosis infarction,Does the image contain a structure that regulates neurotransmitters?,0
ischemic necrosis infarction,Is there something in the image that could be a spinal cord segment?,0
ischemic necrosis infarction,Is the object responsible for pumping blood?,0
